Country,League,Season,Date,Time,Home,Away,HG,AG,Res
Sweden,Allsvenskan,2025,06/07/2025,23:00,Goteborg,Sirius,3,1,H
Sweden,Allsvenskan,2025,06/07/2025,00:00,Djurgarden,Degerfors,5,1,H
Sweden,Allsvenskan,2025,06/07/2025,01:00,Elfsborg,Hacken,0,2,A
Sweden,Allsvenskan,2025,07/07/2025,18:00,Norrkoping,Brommapojkarna,0,1,A
Sweden,Allsvenskan,2025,12/07/2025,14:00,Goteborg,Elfsborg,1,2,A
Sweden,Allsvenskan,2025,12/07/2025,16:30,Malmo FF,Norrkoping,3,1,H
Sweden,Allsvenskan,2025,13/07/2025,13:00,Brommapojkarna,Oster,2,0,H
Sweden,Allsvenskan,2025,13/07/2025,13:00,GAIS,Hammarby,3,2,H
Sweden,Allsvenskan,2025,13/07/2025,15:30,AIK,Degerfors,3,0,H
Sweden,Allsvenskan,2025,13/07/2025,15:30,Varnamo,Djurgarden,1,0,H
Sweden,Allsvenskan,2025,13/07/2025,17:30,Hacken,Halmstad,4,1,H
Sweden,Allsvenskan,2025,14/07/2025,18:00,Sirius,Mjallby,1,2,A
